ID,Name,Manufacturer,Type,Form,Therapy_Area,Pack_Size,Price_INR,Price_Category,Purchase_Channel,Is_Discontinued,Short_Composition1,Short_Composition2,State_Market,Units_2022,Units_2023,Units_2024,YoY_Growth_2023_vs_2022,YoY_Growth_2024_vs_2023,Avg_Annual_Growth_2022_24,Revenue_2022,Revenue_2023,Revenue_2024,Age_Group,Gender
MED0102,Alkem-GAS-830,Alkem Labs,Ayurveda,Injection,Gastrointestinal,30,1879.12,High,Hospital,Yes,Insulin,Hydrochloride,Uttar Pradesh,12181,13678,15092,12.30%,10.34%,11.32%,22889560.72,25702603.36,28359679.04,13-30 (Young Adult),Female
MED0103,Dr.-CAR-859,Dr. Reddy's,Allopathy,Ointment,Cardiac,60,240.87,Medium,Pharmacy Store,No,Levocetirizine,None,Maharashtra,8783,10031,11007,14.22%,9.73%,11.98%,2115561.21,2416166.97,2651256.09,13-30 (Young Adult),Female
MED0104,Dr.-CAR-941,Dr. Reddy's,Allopathy,Capsule,Cardiac,15,1376.18,High,Pharmacy Store,Yes,Metformin,Vitamin D3,Telangana,24769,26222,28626,5.87%,9.17%,7.52%,34086602.42,36086191.96,39394528.68,13-30 (Young Adult),Male
MED0105,Abbott-DER-810,Abbott India,Allopathy,Tablet,Dermatology,30,319.56,Medium,Pharmacy Store,Yes,Azithromycin,None,Punjab,7369,8092,8780,9.82%,8.51%,9.17%,2354837.64,2585879.52,2805736.8,31-50 (Middle Age),Female
MED0106,Mankind-ANT-798,Mankind Pharma,Allopathy,Capsule,Anti-infective,10,1124.14,High,Pharmacy Store,No,Atorvastatin,Caffeine,Punjab,27452,28563,32444,4.05%,13.59%,8.82%,30859891.28,32108810.82,36471598.16,51+ (Senior),Male
MED0107,Lupin-CNS-418,Lupin,Allopathy,Capsule,CNS,20,256.86,Medium,Pharmacy Store,No,Insulin,Clavulanic Acid,Punjab,18496,21186,21993,14.54%,3.81%,9.18%,4750882.56,5441835.96,5649121.98,31-50 (Middle Age),Male
MED0108,Mankind-RES-468,Mankind Pharma,Homeopathy,Inhaler,Respiratory,10,1406.66,High,Hospital,Yes,Metformin,Zinc,Rajasthan,11767,12144,13158,3.20%,8.35%,5.78%,16552168.22,17082479.04,18508832.28,0-12 (Child),Male
MED0109,Divis-RES-112,Divis Labs,Homeopathy,Tablet,Respiratory,30,1219.28,High,Pharmacy Store,No,Atorvastatin,Calcium,Kerala,19143,21189,22210,10.69%,4.82%,7.76%,23340677.04,25835323.92,27080208.8,31-50 (Middle Age),Male
MED0110,Cipla-DER-964,Cipla,Allopathy,Tablet,Dermatology,100,414.37,Medium,Pharmacy Store,Yes,Azithromycin,Hydrochloride,Telangana,5643,6087,6951,7.87%,14.20%,11.04%,2338289.91,2522270.19,2880285.87,31-50 (Middle Age),Male
MED0111,Glenmark-GAS-445,Glenmark,Allopathy,Ointment,Gastrointestinal,30,294.85,Medium,Hospital,Yes,Omeprazole,Sulphate,Tamil Nadu,16122,17083,17779,5.96%,4.08%,5.02%,4753571.7,5036922.55,5242138.15,51+ (Senior),Male
MED0112,Lupin-ANT-380,Lupin,Allopathy,Syrup,Anti-diabetic,60,1347.68,High,Pharmacy Store,No,Cetirizine,Folic Acid,West Bengal,9319,9981,11417,7.11%,14.40%,10.76%,12559029.92,13451194.08,15386462.56,51+ (Senior),Male
MED0113,Cipla-CAR-793,Cipla,Allopathy,Ointment,Cardiac,100,246.16,Medium,Online,Yes,Amoxicillin,Sulphate,West Bengal,13924,14369,16194,3.20%,12.71%,7.96%,3427531.84,3537073.04,3986315.04,51+ (Senior),Male
MED0114,Sun-RES-202,Sun Pharma,Allopathy,Ointment,Respiratory,15,932.31,High,Hospital,Yes,Amoxicillin,Clavulanic Acid,West Bengal,11856,13223,13936,11.53%,5.40%,8.47%,11053467.36,12327935.13,12992672.16,13-30 (Young Adult),Male
MED0115,Lupin-DER-537,Lupin,Allopathy,Syrup,Dermatology,60,715.72,Medium,Pharmacy Store,Yes,Atorvastatin,Hydrochloride,West Bengal,7590,8375,8776,10.35%,4.79%,7.57%,5432314.8,5994155,6281158.72,51+ (Senior),Male
MED0116,Alkem-VIT-844,Alkem Labs,Allopathy,Injection,Vitamins,30,1205.13,High,Hospital,No,Atorvastatin,Magnesium,Punjab,23350,24950,27667,6.86%,10.89%,8.88%,28139785.5,30067993.5,33342331.71,0-12 (Child),Male
MED0117,Sun-ANT-766,Sun Pharma,Allopathy,Capsule,Anti-diabetic,30,1994.04,High,Pharmacy Store,Yes,Levocetirizine,Zinc,Tamil Nadu,22070,22821,23848,3.40%,4.50%,3.95%,44008462.8,45505986.84,47553865.92,51+ (Senior),Male
MED0118,Aurobindo-GAS-726,Aurobindo Pharma,Allopathy,Syrup,Gastrointestinal,100,932.75,High,Pharmacy Store,Yes,Omeprazole,None,Telangana,28664,29947,31905,4.48%,6.54%,5.51%,26736346,27933064.25,29759388.75,31-50 (Middle Age),Female
MED0119,Aurobindo-ANT-245,Aurobindo Pharma,Allopathy,Ointment,Anti-infective,60,1277.5,High,Pharmacy Store,Yes,Levocetirizine,Sulphate,Kerala,5257,5490,5799,4.44%,5.64%,5.04%,6715817.5,7013475,7408222.5,31-50 (Middle Age),Female
MED0120,Sun-GAS-239,Sun Pharma,Allopathy,Capsule,Gastrointestinal,15,79.2,Low,Hospital,No,Azithromycin,Zinc,Uttar Pradesh,17573,19535,22340,11.17%,14.36%,12.77%,1391781.6,1547172,1769328,51+ (Senior),Male
MED0121,Zydus-ANT-227,Zydus Lifesciences,Allopathy,Syrup,Anti-diabetic,30,1529.77,High,Online,Yes,Atorvastatin,Magnesium,Punjab,13342,14282,15016,7.05%,5.15%,6.10%,20410191.34,21848175.14,22971026.32,31-50 (Middle Age),Male
MED0122,Aurobindo-DER-272,Aurobindo Pharma,Allopathy,Ointment,Dermatology,100,1485.56,High,Hospital,No,Azithromycin,Hydrochloride,Gujarat,14274,15635,16849,9.54%,7.77%,8.66%,21204883.44,23226730.6,25030200.44,31-50 (Middle Age),Female
MED0123,Sun-ANT-687,Sun Pharma,Allopathy,Syrup,Anti-diabetic,20,1087.49,High,Hospital,Yes,Amoxicillin,Magnesium,Punjab,9682,11083,12514,14.48%,12.91%,13.70%,10529078.18,12052651.67,13608849.86,31-50 (Middle Age),Female
MED0124,Biocon-ANT-901,Biocon,Allopathy,Tablet,Anti-infective,100,1762.01,High,Pharmacy Store,Yes,Omeprazole,Zinc,Kerala,12990,13652,15378,5.10%,12.64%,8.87%,22888509.9,24054960.52,27096189.78,13-30 (Young Adult),Female
MED0125,Abbott-CAR-521,Abbott India,Allopathy,Tablet,Cardiac,30,1816.12,High,Pharmacy Store,Yes,Amoxicillin,None,West Bengal,22646,24265,27179,7.15%,12.01%,9.58%,41127853.52,44068151.8,49360325.48,51+ (Senior),Male
MED0126,Cipla-ANT-234,Cipla,Allopathy,Capsule,Anti-diabetic,20,135.11,Low,Online,Yes,Azithromycin,Vitamin D3,Maharashtra,11264,12808,14679,13.71%,14.61%,14.16%,1521879.04,1730488.88,1983279.69,51+ (Senior),Female
MED0127,Glenmark-RES-248,Glenmark,Allopathy,Inhaler,Respiratory,30,959.21,High,Online,No,Azithromycin,Clavulanic Acid,Rajasthan,17969,20522,22679,14.21%,10.51%,12.36%,17236044.49,19684907.62,21753923.59,31-50 (Middle Age),Female
MED0128,Zydus-DER-678,Zydus Lifesciences,Allopathy,Ointment,Dermatology,30,1346.64,High,Hospital,No,Aspirin,Folic Acid,West Bengal,14131,15433,16550,9.21%,7.24%,8.23%,19029369.84,20782695.12,22286892,51+ (Senior),Female
MED0129,Lupin-DER-638,Lupin,Allopathy,Tablet,Dermatology,20,295.82,Medium,Hospital,No,Insulin,Caffeine,Uttar Pradesh,29300,30369,34900,3.65%,14.92%,9.29%,8667526,8983757.58,10324118,31-50 (Middle Age),Female
MED0130,Sun-DER-849,Sun Pharma,Allopathy,Ointment,Dermatology,30,1217.15,High,Hospital,No,Omeprazole,Magnesium,Gujarat,26762,27404,30319,2.40%,10.64%,6.52%,32573368.3,33354778.6,36902770.85,0-12 (Child),Male
MED0131,Torrent-ANT-994,Torrent Pharma,Allopathy,Injection,Anti-diabetic,30,1592.47,High,Pharmacy Store,Yes,Aspirin,Clavulanic Acid,Punjab,23953,27026,28026,12.83%,3.70%,8.27%,38144433.91,43038094.22,44630564.22,31-50 (Middle Age),Female
MED0132,Torrent-ANT-341,Torrent Pharma,Allopathy,Inhaler,Anti-infective,10,724.18,Medium,Pharmacy Store,No,Levocetirizine,Zinc,Kerala,25096,27587,28642,9.93%,3.83%,6.88%,18174021.28,19977953.66,20741963.56,31-50 (Middle Age),Male
MED0133,Biocon-GAS-680,Biocon,Allopathy,Inhaler,Gastrointestinal,10,1162.69,High,Pharmacy Store,Yes,Metformin,None,Karnataka,21894,25042,26958,14.38%,7.65%,11.02%,25455934.86,29116082.98,31343797.02,31-50 (Middle Age),Male
MED0134,Cipla-CNS-100,Cipla,Ayurveda,Ointment,CNS,20,288.01,Medium,Pharmacy Store,Yes,Omeprazole,Caffeine,Uttar Pradesh,26471,28297,31161,6.90%,10.12%,8.51%,7623912.71,8149818.97,8974679.61,13-30 (Young Adult),Female
MED0135,Dr.-GAS-506,Dr. Reddy's,Allopathy,Injection,Gastrointestinal,15,272.29,Medium,Pharmacy Store,No,Azithromycin,Sulphate,Maharashtra,16299,18323,20650,12.42%,12.70%,12.56%,4438054.71,4989169.67,5622788.5,0-12 (Child),Female
MED0136,Mankind-ANT-610,Mankind Pharma,Allopathy,Syrup,Anti-diabetic,15,424.05,Medium,Pharmacy Store,No,Atorvastatin,Sulphate,Telangana,19576,20263,20718,3.51%,2.25%,2.88%,8301202.8,8592525.15,8785467.9,51+ (Senior),Male
MED0137,Divis-ANT-979,Divis Labs,Ayurveda,Capsule,Anti-diabetic,20,1872.54,High,Pharmacy Store,No,Paracetamol,Hydrochloride,Punjab,29875,31023,34066,3.84%,9.81%,6.83%,55942132.5,58091808.42,63789947.64,0-12 (Child),Male
MED0138,Torrent-CAR-151,Torrent Pharma,Allopathy,Capsule,Cardiac,100,251.51,Medium,Pharmacy Store,Yes,Omeprazole,Vitamin D3,Telangana,15060,16878,18158,12.07%,7.58%,9.83%,3787740.6,4244985.78,4566918.58,31-50 (Middle Age),Male
MED0139,Lupin-ANT-897,Lupin,Allopathy,Capsule,Anti-diabetic,30,667.81,Medium,Pharmacy Store,No,Metformin,Hydrochloride,Tamil Nadu,5007,5171,5410,3.29%,4.63%,3.96%,3343724.67,3453245.51,3612852.1,31-50 (Middle Age),Male
MED0140,Mankind-CAR-285,Mankind Pharma,Allopathy,Inhaler,Cardiac,100,1634.95,High,Online,Yes,Levocetirizine,Calcium,Telangana,28177,29220,33487,3.70%,14.61%,9.16%,46067986.15,47773239,54749570.65,13-30 (Young Adult),Male
MED0141,Zydus-DER-704,Zydus Lifesciences,Allopathy,Ointment,Dermatology,60,1019.46,High,Pharmacy Store,Yes,Omeprazole,Hydrochloride,Tamil Nadu,9942,10503,11357,5.64%,8.13%,6.89%,10135471.32,10707388.38,11578007.22,51+ (Senior),Female
MED0142,Mankind-CAR-178,Mankind Pharma,Allopathy,Inhaler,Cardiac,30,965.68,High,Pharmacy Store,Yes,Levocetirizine,Caffeine,Maharashtra,16452,17734,19944,7.80%,12.47%,10.14%,15887367.36,17125369.12,19259521.92,31-50 (Middle Age),Other
MED0143,Abbott-ANT-922,Abbott India,Allopathy,Ointment,Anti-diabetic,60,423.8,Medium,Online,Yes,Amoxicillin,Calcium,Tamil Nadu,5638,5778,6370,2.49%,10.25%,6.37%,2389384.4,2448716.4,2699606,51+ (Senior),Male
MED0144,Torrent-VIT-290,Torrent Pharma,Allopathy,Inhaler,Vitamins,15,1552.91,High,Pharmacy Store,Yes,Azithromycin,Folic Acid,Kerala,20800,23914,26454,14.97%,10.62%,12.80%,32300528,37136289.74,41080681.14,31-50 (Middle Age),Male
MED0145,Lupin-CAR-165,Lupin,Allopathy,Injection,Cardiac,60,432.03,Medium,Hospital,No,Cetirizine,Folic Acid,Maharashtra,5935,6632,7491,11.75%,12.95%,12.35%,2564098.05,2865222.96,3236336.73,31-50 (Middle Age),Male
MED0146,Aurobindo-RES-633,Aurobindo Pharma,Allopathy,Inhaler,Respiratory,100,1925.1,High,Pharmacy Store,Yes,Azithromycin,Hydrochloride,Gujarat,25125,25964,27104,3.34%,4.39%,3.87%,48368137.5,49983296.4,52177910.4,51+ (Senior),Female
MED0147,Abbott-ANT-891,Abbott India,Allopathy,Inhaler,Anti-infective,20,870.56,High,Hospital,Yes,Omeprazole,Folic Acid,Punjab,18954,20111,21219,6.11%,5.51%,5.81%,16500594.24,17507832.16,18472412.64,13-30 (Young Adult),Male
MED0148,Torrent-ANT-136,Torrent Pharma,Ayurveda,Ointment,Anti-infective,15,740.31,Medium,Pharmacy Store,Yes,Azithromycin,Folic Acid,Karnataka,7027,8020,8781,14.13%,9.50%,11.82%,5202158.37,5937286.2,6500662.11,51+ (Senior),Male
MED0149,Zydus-VIT-925,Zydus Lifesciences,Allopathy,Tablet,Vitamins,30,922.05,High,Pharmacy Store,No,Omeprazole,Caffeine,Gujarat,10756,11236,11836,4.47%,5.35%,4.91%,9917569.8,10360153.8,10913383.8,0-12 (Child),Male
MED0150,Cipla-RES-693,Cipla,Ayurveda,Ointment,Respiratory,100,1774.73,High,Pharmacy Store,Yes,Azithromycin,Hydrochloride,Maharashtra,19219,21091,23010,9.74%,9.10%,9.42%,34108535.87,37430830.43,40836537.3,51+ (Senior),Female
MED0151,Mankind-ANT-736,Mankind Pharma,Allopathy,Inhaler,Anti-diabetic,100,1402.75,High,Pharmacy Store,No,Azithromycin,Folic Acid,Gujarat,23125,25251,26417,9.20%,4.62%,6.91%,32438593.75,35420840.25,37056446.75,13-30 (Young Adult),Female
MED0152,Glenmark-ANT-354,Glenmark,Allopathy,Capsule,Anti-infective,15,151.61,Low,Online,No,Azithromycin,Folic Acid,Maharashtra,14552,15917,16265,9.39%,2.19%,5.79%,2206228.72,2413176.37,2465936.65,13-30 (Young Adult),Female
MED0153,Zydus-RES-820,Zydus Lifesciences,Allopathy,Syrup,Respiratory,10,204.56,Medium,Online,Yes,Aspirin,Magnesium,Karnataka,6186,7079,7519,14.45%,6.23%,10.34%,1265408.16,1448080.24,1538086.64,13-30 (Young Adult),Male
MED0154,Dr.-GAS-140,Dr. Reddy's,Allopathy,Ointment,Gastrointestinal,10,425.8,Medium,Hospital,Yes,Insulin,None,Karnataka,28432,32271,35101,13.50%,8.77%,11.14%,12106345.6,13740991.8,14946005.8,31-50 (Middle Age),Male
MED0155,Cipla-ANT-178,Cipla,Allopathy,Syrup,Anti-infective,10,794.89,Medium,Pharmacy Store,Yes,Omeprazole,Calcium,Gujarat,9111,10266,11358,12.69%,10.64%,11.67%,7242242.79,8160340.74,9028360.62,13-30 (Young Adult),Male
MED0156,Aurobindo-ANT-332,Aurobindo Pharma,Ayurveda,Injection,Anti-infective,20,1268.51,High,Pharmacy Store,No,Cetirizine,Magnesium,Tamil Nadu,17927,19169,20787,6.93%,8.44%,7.69%,22740578.77,24316068.19,26368517.37,51+ (Senior),Male
MED0157,Sun-RES-159,Sun Pharma,Allopathy,Ointment,Respiratory,100,1518.7,High,Pharmacy Store,No,Azithromycin,Magnesium,Karnataka,22573,23764,25755,5.28%,8.38%,6.83%,34281615.1,36090386.8,39114118.5,0-12 (Child),Male
MED0158,Alkem-ANT-900,Alkem Labs,Ayurveda,Capsule,Anti-infective,10,414.57,Medium,Pharmacy Store,Yes,Insulin,Vitamin D3,Tamil Nadu,6424,7295,8139,13.56%,11.58%,12.57%,2663197.68,3024288.15,3374185.23,51+ (Senior),Male
MED0159,Dr.-ANT-509,Dr. Reddy's,Allopathy,Capsule,Anti-infective,15,744.91,Medium,Pharmacy Store,No,Omeprazole,Folic Acid,Rajasthan,25470,29057,33314,14.08%,14.65%,14.37%,18972857.7,21644849.87,24815931.74,31-50 (Middle Age),Female
MED0160,Alkem-CAR-598,Alkem Labs,Homeopathy,Inhaler,Cardiac,15,1076.88,High,Pharmacy Store,No,Insulin,Clavulanic Acid,Maharashtra,16646,17619,20080,5.85%,13.97%,9.91%,17925744.48,18973548.72,21623750.4,13-30 (Young Adult),Female
MED0161,Divis-VIT-631,Divis Labs,Allopathy,Syrup,Vitamins,15,492.03,Medium,Pharmacy Store,No,Levocetirizine,Zinc,Kerala,24989,27247,29117,9.04%,6.87%,7.96%,12295337.67,13406341.41,14326437.51,0-12 (Child),Male
MED0162,Glenmark-CAR-158,Glenmark,Allopathy,Syrup,Cardiac,15,1555.62,High,Hospital,No,Amoxicillin,Sulphate,Gujarat,9245,10284,11040,11.24%,7.36%,9.30%,14381706.9,15997996.08,17174044.8,31-50 (Middle Age),Male
MED0163,Sun-ANT-975,Sun Pharma,Homeopathy,Injection,Anti-infective,30,241.65,Medium,Pharmacy Store,No,Omeprazole,None,Maharashtra,21388,23655,25398,10.60%,7.37%,8.99%,5168410.2,5716230.75,6137426.7,13-30 (Young Adult),Male
MED0164,Mankind-ANT-292,Mankind Pharma,Allopathy,Capsule,Anti-infective,15,259.77,Medium,Pharmacy Store,Yes,Paracetamol,Sulphate,Telangana,26671,29009,30691,8.77%,5.80%,7.29%,6928325.67,7535667.93,7972601.07,51+ (Senior),Female
MED0165,Lupin-RES-629,Lupin,Allopathy,Ointment,Respiratory,100,1632.19,High,Hospital,No,Cetirizine,Folic Acid,West Bengal,24371,25247,28423,3.60%,12.58%,8.09%,39778102.49,41207900.93,46391736.37,13-30 (Young Adult),Male
MED0166,Dr.-VIT-560,Dr. Reddy's,Ayurveda,Syrup,Vitamins,30,252.88,Medium,Hospital,Yes,Insulin,None,Uttar Pradesh,16143,18257,19975,13.10%,9.41%,11.26%,4082241.84,4616830.16,5051278,0-12 (Child),Female
MED0167,Torrent-ANT-320,Torrent Pharma,Allopathy,Syrup,Anti-diabetic,15,1765.35,High,Online,Yes,Paracetamol,Folic Acid,Kerala,19343,20591,22151,6.46%,7.58%,7.02%,34147165.05,36350321.85,39104267.85,13-30 (Young Adult),Female
MED0168,Sun-ANT-786,Sun Pharma,Allopathy,Inhaler,Anti-diabetic,10,1425.19,High,Online,Yes,Levocetirizine,Vitamin D3,Gujarat,25817,29543,32802,14.44%,11.03%,12.74%,36794130.23,42104388.17,46749082.38,31-50 (Middle Age),Female
MED0169,Biocon-GAS-365,Biocon,Ayurveda,Capsule,Gastrointestinal,10,1853.58,High,Hospital,No,Metformin,Zinc,Rajasthan,28236,31707,35944,12.29%,13.36%,12.83%,52337684.88,58771461.06,66625079.52,13-30 (Young Adult),Female
MED0170,Sun-ANT-820,Sun Pharma,Allopathy,Syrup,Anti-diabetic,20,1883.37,High,Hospital,Yes,Amoxicillin,Zinc,Tamil Nadu,6073,6209,6983,2.25%,12.48%,7.37%,11437706.01,11693844.33,13151572.71,0-12 (Child),Female
MED0171,Alkem-RES-345,Alkem Labs,Allopathy,Syrup,Respiratory,60,989.02,High,Pharmacy Store,Yes,Cetirizine,Zinc,Karnataka,25255,28549,31795,13.05%,11.37%,12.21%,24977700.1,28235531.98,31445890.9,51+ (Senior),Female
MED0172,Alkem-DER-415,Alkem Labs,Allopathy,Inhaler,Dermatology,100,1376.35,High,Hospital,Yes,Insulin,Clavulanic Acid,Uttar Pradesh,17771,18996,21363,6.90%,12.46%,9.68%,24459115.85,26145144.6,29402965.05,31-50 (Middle Age),Male
MED0173,Cipla-CAR-607,Cipla,Ayurveda,Syrup,Cardiac,60,77.2,Low,Online,No,Aspirin,Vitamin D3,Telangana,9954,10549,11668,5.99%,10.61%,8.30%,768448.8,814382.8,900769.6,31-50 (Middle Age),Male
MED0174,Cipla-ANT-482,Cipla,Allopathy,Syrup,Anti-diabetic,60,1754.38,High,Online,No,Omeprazole,Hydrochloride,Rajasthan,28775,30339,34665,5.44%,14.26%,9.85%,50482284.5,53226134.82,60815582.7,51+ (Senior),Male
MED0175,Lupin-CAR-824,Lupin,Allopathy,Syrup,Cardiac,15,499.59,Medium,Pharmacy Store,Yes,Paracetamol,Magnesium,Punjab,11771,12497,13065,6.17%,4.55%,5.36%,5880673.89,6243376.23,6527143.35,0-12 (Child),Male
MED0176,Lupin-ANT-949,Lupin,Allopathy,Tablet,Anti-diabetic,30,1784.29,High,Hospital,No,Insulin,Zinc,Maharashtra,12480,13656,14068,9.43%,3.02%,6.23%,22267939.2,24366264.24,25101391.72,51+ (Senior),Male
MED0177,Biocon-ANT-606,Biocon,Allopathy,Ointment,Anti-diabetic,20,1523.16,High,Hospital,No,Paracetamol,Hydrochloride,Kerala,12543,12853,14274,2.48%,11.06%,6.77%,19104995.88,19577175.48,21741585.84,51+ (Senior),Female
MED0178,Torrent-RES-340,Torrent Pharma,Allopathy,Syrup,Respiratory,60,1739.79,High,Online,Yes,Levocetirizine,Zinc,Maharashtra,7103,7854,8806,10.58%,12.13%,11.36%,12357728.37,13664310.66,15320590.74,51+ (Senior),Female
MED0179,Torrent-GAS-180,Torrent Pharma,Allopathy,Inhaler,Gastrointestinal,60,1517.47,High,Hospital,No,Omeprazole,Vitamin D3,Gujarat,25798,26885,28451,4.21%,5.83%,5.02%,39147691.06,40797180.95,43173538.97,31-50 (Middle Age),Female
MED0180,Sun-ANT-505,Sun Pharma,Allopathy,Inhaler,Anti-diabetic,100,1795.04,High,Online,Yes,Atorvastatin,Hydrochloride,Karnataka,12375,12681,13872,2.47%,9.40%,5.94%,22213620,22762902.24,24900794.88,31-50 (Middle Age),Female
MED0181,Zydus-GAS-400,Zydus Lifesciences,Allopathy,Injection,Gastrointestinal,20,1668.82,High,Hospital,No,Omeprazole,Vitamin D3,Punjab,28051,29410,30164,4.85%,2.56%,3.71%,46812069.82,49079996.2,50338286.48,0-12 (Child),Female
MED0182,Alkem-ANT-823,Alkem Labs,Allopathy,Capsule,Anti-diabetic,15,38.18,Low,Pharmacy Store,Yes,Metformin,Clavulanic Acid,Gujarat,14249,16000,17617,12.30%,10.11%,11.21%,544026.82,610880,672617.06,31-50 (Middle Age),Male
MED0183,Divis-VIT-795,Divis Labs,Allopathy,Injection,Vitamins,30,1524.96,High,Pharmacy Store,Yes,Amoxicillin,Magnesium,West Bengal,12090,12782,13444,5.73%,5.18%,5.46%,18436766.4,19492038.72,20501562.24,31-50 (Middle Age),Male
MED0184,Alkem-ANT-857,Alkem Labs,Allopathy,Syrup,Anti-infective,100,1647.98,High,Pharmacy Store,No,Omeprazole,Calcium,Uttar Pradesh,20356,23240,24424,14.17%,5.10%,9.64%,33546280.88,38299055.2,40250263.52,51+ (Senior),Female
MED0185,Divis-ANT-877,Divis Labs,Allopathy,Capsule,Anti-diabetic,15,1895.72,High,Hospital,Yes,Azithromycin,Zinc,Karnataka,9575,10036,10342,4.82%,3.05%,3.94%,18151519,19025445.92,19605536.24,51+ (Senior),Male
MED0186,Abbott-GAS-228,Abbott India,Allopathy,Syrup,Gastrointestinal,15,1694.22,High,Pharmacy Store,No,Azithromycin,Calcium,Tamil Nadu,20621,22253,23491,7.92%,5.56%,6.74%,34936510.62,37701477.66,39798922.02,13-30 (Young Adult),Female
MED0187,Glenmark-ANT-810,Glenmark,Allopathy,Tablet,Anti-infective,15,670.82,Medium,Pharmacy Store,No,Omeprazole,Zinc,Telangana,13957,14843,16657,6.35%,12.22%,9.29%,9362634.74,9956981.26,11173848.74,31-50 (Middle Age),Female
MED0188,Glenmark-CNS-242,Glenmark,Allopathy,Injection,CNS,10,868.06,High,Pharmacy Store,Yes,Metformin,Caffeine,Tamil Nadu,17017,18783,19765,10.38%,5.23%,7.81%,14771777.02,16304770.98,17157205.9,51+ (Senior),Female
MED0189,Mankind-CNS-223,Mankind Pharma,Allopathy,Ointment,CNS,30,83.19,Low,Pharmacy Store,No,Paracetamol,None,Rajasthan,22294,25169,26071,12.90%,3.59%,8.25%,1854637.86,2093809.11,2168846.49,31-50 (Middle Age),Female
MED0190,Dr.-ANT-990,Dr. Reddy's,Allopathy,Syrup,Anti-infective,100,184.72,Low,Online,No,Atorvastatin,Zinc,Kerala,16914,18625,19521,10.12%,4.81%,7.47%,3124354.08,3440410,3605919.12,0-12 (Child),Male
MED0191,Lupin-ANT-810,Lupin,Allopathy,Ointment,Anti-infective,15,1450.11,High,Pharmacy Store,No,Amoxicillin,Folic Acid,Karnataka,25125,27251,30433,8.46%,11.68%,10.07%,36434013.75,39516947.61,44131197.63,0-12 (Child),Female
MED0192,Cipla-DER-543,Cipla,Allopathy,Syrup,Dermatology,10,1218.96,High,Hospital,Yes,Cetirizine,Caffeine,Telangana,22036,23216,23949,5.36%,3.16%,4.26%,26861002.56,28299375.36,29192873.04,51+ (Senior),Other
MED0193,Abbott-VIT-380,Abbott India,Allopathy,Syrup,Vitamins,20,532.05,Medium,Pharmacy Store,Yes,Metformin,Folic Acid,Tamil Nadu,24755,27430,28593,10.81%,4.24%,7.53%,13170897.75,14594131.5,15212905.65,13-30 (Young Adult),Female
MED0194,Zydus-CAR-165,Zydus Lifesciences,Allopathy,Ointment,Cardiac,10,1361.36,High,Hospital,No,Metformin,Caffeine,Karnataka,26297,27370,31266,4.08%,14.24%,9.16%,35799683.92,37260423.2,42564281.76,13-30 (Young Adult),Male
MED0195,Zydus-CNS-518,Zydus Lifesciences,Allopathy,Capsule,CNS,30,806.78,High,Hospital,Yes,Insulin,Vitamin D3,Punjab,10741,11954,12658,11.30%,5.89%,8.60%,8665623.98,9644248.12,10212221.24,51+ (Senior),Female
MED0196,Lupin-VIT-772,Lupin,Allopathy,Capsule,Vitamins,60,1999.57,High,Pharmacy Store,No,Omeprazole,Sulphate,Telangana,22338,24416,25076,9.31%,2.71%,6.01%,44666394.66,48821501.12,50141217.32,51+ (Senior),Male
MED0197,Torrent-VIT-842,Torrent Pharma,Homeopathy,Injection,Vitamins,10,987.16,High,Pharmacy Store,Yes,Paracetamol,Hydrochloride,Punjab,28916,31824,35654,10.06%,12.04%,11.05%,28544718.56,31415379.84,35196202.64,31-50 (Middle Age),Female
MED0198,Cipla-ANT-871,Cipla,Allopathy,Syrup,Anti-diabetic,60,741.47,Medium,Pharmacy Store,No,Metformin,None,Rajasthan,18349,20245,22461,10.33%,10.95%,10.64%,13605233.03,15011060.15,16654157.67,31-50 (Middle Age),Female
MED0199,Sun-CNS-111,Sun Pharma,Ayurveda,Tablet,CNS,60,121.31,Low,Pharmacy Store,No,Atorvastatin,Folic Acid,West Bengal,27173,28117,31801,3.48%,13.10%,8.29%,3296356.63,3410873.27,3857779.31,31-50 (Middle Age),Male
MED0200,Mankind-GAS-886,Mankind Pharma,Allopathy,Inhaler,Gastrointestinal,10,1731.6,High,Pharmacy Store,No,Insulin,Zinc,Telangana,24690,27028,30578,9.47%,13.14%,11.31%,42753204,46801684.8,52948864.8,31-50 (Middle Age),Male
MED0201,Abbott-CAR-431,Abbott India,Allopathy,Ointment,Cardiac,30,405.51,Medium,Pharmacy Store,No,Levocetirizine,Calcium,Uttar Pradesh,19781,22546,24924,13.98%,10.55%,12.27%,8021393.31,9142628.46,10106931.24,13-30 (Young Adult),Female
MED0202,Glenmark-ANT-168,Glenmark,Allopathy,Syrup,Anti-diabetic,100,945.72,High,Pharmacy Store,No,Azithromycin,Clavulanic Acid,Telangana,7124,7584,7873,6.46%,3.81%,5.14%,6737309.28,7172340.48,7445653.56,0-12 (Child),Male
MED0203,Zydus-ANT-861,Zydus Lifesciences,Allopathy,Capsule,Anti-diabetic,15,1276.9,High,Online,No,Atorvastatin,Hydrochloride,Uttar Pradesh,6272,7152,7626,14.03%,6.64%,10.34%,8008716.8,9132388.8,9737639.4,51+ (Senior),Male
