ID,Name,Manufacturer,Type,Form,Therapy_Area,Pack_Size,Price_INR,Is_Discontinued,Short_Composition1,Short_Composition2,State_Market,Zone,Urban_Rural,Age_Group,Gender,Prescription_Type,Purchase_Channel,Insurance_Covered,Market_Share_%,Customer_Rating,Return_Rate_%,Units_2022,Units_2023,Units_2024,YoY_Growth_2023_vs_2022,YoY_Growth_2024_vs_2023,Avg_Annual_Growth_2022_24,Revenue_2022,Revenue_2023,Revenue_2024
MED0083,Glenmark-ANT-616,Glenmark,Allopathy,Syrup,Anti-diabetic,20,1017.37,Yes,Insulin,Calcium,Maharashtra,West,Urban,31-50 (Middle Age),Male,RX (Prescription),Online,Yes,4.05,4.9,0.41,11317,11577,11951,0.023,0.0323,0.0276,11513576.29,11778092.49,12158588.87
MED0084,Zydus-RES-715,Zydus Lifesciences,Allopathy,Injection,Respiratory,100,399.12,Yes,Paracetamol,Caffeine,Punjab,North,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,Yes,0.26,4.7,2.55,11026,12227,13211,0.1089,0.0805,0.0946,4400697.12,4880040.24,5272774.32
MED0085,Biocon-CAR-815,Biocon,Ayurveda,Capsule,Cardiac,20,1239.64,Yes,Metformin,Caffeine,Kerala,South,Urban,51+ (Senior),Male,RX (Prescription),Hospital,No,4.98,3.4,2.22,28767,31068,32793,0.08,0.0556,0.0677,35660723.88,38513135.52,40651514.52
MED0086,Sun-CAR-167,Sun Pharma,Homeopathy,Tablet,Cardiac,10,59.22,Yes,Cetirizine,Magnesium,Maharashtra,West,Urban,13-30 (Young Adult),Male,RX (Prescription),Online,Yes,0.24,3.2,2.72,26520,30420,33305,0.1471,0.0949,0.1206,1570514.4,1801472.4,1972322.1
MED0087,Cipla-ANT-934,Cipla,Homeopathy,Ointment,Anti-diabetic,15,1799.27,Yes,Cetirizine,None,Karnataka,South,Semi-Urban,51+ (Senior),Female,OTC (Over the Counter),Pharmacy Store,Yes,1.31,3.2,2.57,25581,26745,29175,0.0455,0.0909,0.0679,46027125.87,48121476.15,52493702.25
MED0088,Abbott-GAS-538,Abbott India,Allopathy,Capsule,Gastrointestinal,20,473.83,No,Azithromycin,Zinc,Gujarat,West,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,2.83,3.3,2.8,6739,7154,7343,0.0617,0.0265,0.0439,3193140.37,3389779.82,3479333.69
MED0089,Glenmark-RES-668,Glenmark,Allopathy,Injection,Respiratory,20,266.83,No,Levocetirizine,Clavulanic Acid,Maharashtra,West,Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,No,0.21,3.3,2.94,22420,24659,26164,0.0999,0.0611,0.0803,5982328.6,6579760.97,6981340.12
MED0090,Alkem-ANT-203,Alkem Labs,Allopathy,Capsule,Anti-diabetic,10,457.93,No,Atorvastatin,Sulphate,Gujarat,West,Rural,0-12 (Child),Male,OTC (Over the Counter),Pharmacy Store,No,1.59,3.2,0.19,28787,32246,33804,0.1202,0.0483,0.0836,13182430.91,14766410.78,15479865.72
MED0091,Abbott-DER-382,Abbott India,Allopathy,Injection,Dermatology,60,1799.9,No,Cetirizine,Calcium,Gujarat,West,Rural,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,3.77,4.7,2.29,10654,12043,12910,0.1304,0.0721,0.1008,19176134.6,21676195.7,23236709.0
MED0092,Alkem-ANT-852,Alkem Labs,Allopathy,Capsule,Anti-infective,15,1436.75,No,Amoxicillin,Zinc,Tamil Nadu,South,Semi-Urban,51+ (Senior),Male,RX (Prescription),Online,No,2.63,3.7,2.02,12865,13529,15124,0.0516,0.1179,0.0842,18483788.75,19437790.75,21729407.0
MED0093,Zydus-ANT-462,Zydus Lifesciences,Allopathy,Injection,Anti-diabetic,100,1583.71,No,Atorvastatin,Calcium,Maharashtra,West,Urban,13-30 (Young Adult),Male,RX (Prescription),Hospital,Yes,4.21,4.8,2.81,7017,7552,8020,0.0763,0.0621,0.0691,11112893.07,11960177.92,12701354.2
MED0094,Lupin-ANT-391,Lupin,Allopathy,Inhaler,Anti-diabetic,60,869.92,Yes,Paracetamol,None,Uttar Pradesh,North,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,No,3.13,4.1,0.19,5006,5432,5874,0.0852,0.0814,0.0832,4354819.52,4725405.44,5109910.08
MED0095,Mankind-ANT-492,Mankind Pharma,Allopathy,Injection,Anti-infective,100,182.39,No,Levocetirizine,Caffeine,Maharashtra,West,Urban,51+ (Senior),Male,OTC (Over the Counter),Pharmacy Store,Yes,2.75,3.3,1.86,17769,19474,19941,0.096,0.024,0.0594,3240887.91,3551862.86,3637038.99
MED0096,Mankind-CAR-319,Mankind Pharma,Allopathy,Inhaler,Cardiac,100,1774.87,No,Atorvastatin,Zinc,Maharashtra,West,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,2.64,4.5,0.49,24801,25432,26633,0.0254,0.0472,0.0363,44018550.87,45138493.84,47270112.71
MED0097,Zydus-CAR-707,Zydus Lifesciences,Allopathy,Capsule,Cardiac,30,667.09,Yes,Atorvastatin,Magnesium,Kerala,South,Urban,13-30 (Young Adult),Female,RX (Prescription),Hospital,No,4.14,3.0,0.19,17283,19666,20739,0.1379,0.0546,0.0954,11529316.47,13118991.94,13834779.51
MED0098,Torrent-RES-568,Torrent Pharma,Allopathy,Ointment,Respiratory,10,80.33,No,Insulin,Zinc,Karnataka,South,Urban,31-50 (Middle Age),Female,RX (Prescription),Hospital,No,2.32,4.8,0.19,6446,7150,7499,0.1093,0.0489,0.0786,517807.18,574359.5,602394.67
MED0099,Lupin-ANT-932,Lupin,Allopathy,Capsule,Anti-diabetic,30,570.75,No,Aspirin,Hydrochloride,Kerala,South,Semi-Urban,13-30 (Young Adult),Male,OTC (Over the Counter),Online,No,4.09,4.6,2.51,16208,18403,20514,0.1355,0.1147,0.125,9250716.0,10503512.25,11708365.5
MED0100,Glenmark-GAS-951,Glenmark,Allopathy,Capsule,Gastrointestinal,100,1602.79,No,Azithromycin,Zinc,Punjab,North,Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,Yes,1.77,4.5,2.1,29418,30032,32784,0.0209,0.0917,0.0557,47150876.22,48134989.28,52545867.36
MED0101,Sun-GAS-407,Sun Pharma,Ayurveda,Inhaler,Gastrointestinal,60,691.24,No,Levocetirizine,Magnesium,Gujarat,West,Urban,31-50 (Middle Age),Female,RX (Prescription),Online,Yes,1.75,4.0,1.17,5208,5955,6451,0.1435,0.0833,0.113,3599977.92,4116334.2,4459189.24
MED0102,Alkem-CAR-477,Alkem Labs,Allopathy,Ointment,Cardiac,60,1428.28,No,Amoxicillin,Zinc,Karnataka,South,Urban,13-30 (Young Adult),Female,RX (Prescription),Hospital,No,2.2,3.3,0.7,24555,28226,28816,0.1495,0.0209,0.0833,35071415.4,40314631.28,41157316.48
MED0103,Mankind-CAR-713,Mankind Pharma,Ayurveda,Tablet,Cardiac,10,1367.71,No,Atorvastatin,Folic Acid,Kerala,South,Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,Yes,3.49,3.1,2.77,5997,6478,6737,0.0802,0.04,0.0599,8202156.87,8860025.38,9214262.27
MED0104,Biocon-DER-412,Biocon,Allopathy,Inhaler,Dermatology,10,936.97,Yes,Levocetirizine,None,Uttar Pradesh,North,Urban,13-30 (Young Adult),Male,OTC (Over the Counter),Pharmacy Store,No,2.96,4.1,1.78,5596,5905,6456,0.0553,0.0934,0.0741,5243284.12,5532807.85,6049078.32
MED0105,Divis-RES-430,Divis Labs,Homeopathy,Inhaler,Respiratory,100,1525.09,Yes,Aspirin,Magnesium,Gujarat,West,Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,Yes,1.45,4.8,2.76,6536,7468,8356,0.1426,0.119,0.1307,9967988.24,11389372.12,12743652.04
MED0106,Zydus-VIT-199,Zydus Lifesciences,Allopathy,Capsule,Vitamins,15,764.56,Yes,Aspirin,Calcium,Maharashtra,West,Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,Yes,0.9,4.8,0.22,19081,20782,21370,0.0892,0.0283,0.0583,14588569.36,15889085.92,16338647.2
MED0107,Abbott-RES-844,Abbott India,Allopathy,Ointment,Respiratory,10,258.43,Yes,Aspirin,Clavulanic Acid,Tamil Nadu,South,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,Yes,3.59,4.0,1.56,7220,7767,8338,0.0758,0.0736,0.0746,1865864.6,2007225.81,2154789.34
MED0108,Dr.-ANT-748,Dr. Reddy's,Ayurveda,Injection,Anti-infective,20,464.44,Yes,Levocetirizine,Magnesium,Rajasthan,North,Semi-Urban,0-12 (Child),Male,OTC (Over the Counter),Hospital,No,4.75,4.2,2.97,6228,6375,6901,0.0237,0.0825,0.0526,2892532.32,2960805.0,3205100.44
MED0109,Cipla-CAR-599,Cipla,Allopathy,Injection,Cardiac,20,139.1,No,Levocetirizine,Hydrochloride,Tamil Nadu,South,Rural,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,4.53,4.8,1.65,19958,22408,24956,0.1228,0.1138,0.1182,2776157.8,3116952.8,3471379.6
MED0110,Zydus-ANT-579,Zydus Lifesciences,Ayurveda,Inhaler,Anti-infective,15,1335.33,No,Omeprazole,Magnesium,Maharashtra,West,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,Yes,0.13,3.3,0.0,8913,9214,9665,0.0338,0.049,0.0413,11901796.29,12303730.62,12905964.45
MED0111,Mankind-GAS-643,Mankind Pharma,Allopathy,Injection,Gastrointestinal,30,1999.79,No,Amoxicillin,Hydrochloride,Uttar Pradesh,North,Urban,51+ (Senior),Male,RX (Prescription),Hospital,No,0.98,4.1,0.5,29683,32654,36279,0.1001,0.111,0.1055,59359766.57,65301142.66,72550381.41
MED0112,Torrent-ANT-105,Torrent Pharma,Allopathy,Injection,Anti-diabetic,60,1450.42,No,Aspirin,Calcium,Telangana,South,Urban,51+ (Senior),Male,OTC (Over the Counter),Pharmacy Store,Yes,2.57,3.3,1.89,8565,9469,10126,0.1056,0.0695,0.0873,12422847.3,13734026.98,14686952.92
MED0113,Biocon-CAR-827,Biocon,Allopathy,Tablet,Cardiac,100,1811.26,Yes,Levocetirizine,Caffeine,Tamil Nadu,South,Semi-Urban,51+ (Senior),Male,OTC (Over the Counter),Online,Yes,3.88,4.4,1.85,14611,16177,18487,0.1072,0.1428,0.1248,26464319.86,29300753.02,33484763.62
MED0114,Glenmark-CAR-520,Glenmark,Allopathy,Inhaler,Cardiac,15,1844.7,No,Aspirin,Magnesium,Maharashtra,West,Urban,13-30 (Young Adult),Male,RX (Prescription),Hospital,No,4.84,4.8,2.7,8687,9205,9811,0.0597,0.0659,0.0627,16024908.9,16980463.5,18098351.7
MED0115,Lupin-DER-989,Lupin,Allopathy,Capsule,Dermatology,30,133.13,Yes,Aspirin,Magnesium,Kerala,South,Rural,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,1.34,3.8,0.23,10826,12367,13333,0.1424,0.0781,0.1098,1441265.38,1646418.71,1775022.29
MED0116,Dr.-CAR-202,Dr. Reddy's,Allopathy,Syrup,Cardiac,10,1421.36,No,Levocetirizine,Magnesium,Telangana,South,Urban,0-12 (Child),Male,RX (Prescription),Hospital,No,4.97,3.1,2.92,7089,7937,8377,0.1198,0.0555,0.0871,10076021.04,11281334.32,11906732.72
MED0117,Mankind-VIT-375,Mankind Pharma,Homeopathy,Tablet,Vitamins,30,1023.39,No,Metformin,Caffeine,Maharashtra,West,Semi-Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,4.7,4.8,1.27,14282,15930,16810,0.1154,0.0553,0.0849,14616055.98,16302602.7,17203185.9
MED0118,Glenmark-DER-985,Glenmark,Ayurveda,Injection,Dermatology,100,1137.12,Yes,Insulin,Calcium,Gujarat,West,Urban,31-50 (Middle Age),Female,OTC (Over the Counter),Pharmacy Store,No,2.97,4.8,1.85,5354,6031,6729,0.1265,0.1158,0.1211,6088140.48,6857970.72,7651680.48
MED0119,Dr.-VIT-860,Dr. Reddy's,Allopathy,Ointment,Vitamins,30,1525.18,Yes,Metformin,Magnesium,Maharashtra,West,Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,No,3.17,3.4,0.43,24512,26782,28724,0.0926,0.0725,0.0825,37385212.16,40847370.76,43809270.32
MED0120,Zydus-RES-472,Zydus Lifesciences,Allopathy,Ointment,Respiratory,20,838.94,Yes,Omeprazole,None,Maharashtra,West,Rural,51+ (Senior),Male,RX (Prescription),Hospital,No,1.99,4.5,0.07,9297,9538,10533,0.026,0.1043,0.0644,7799625.18,8001809.72,8836555.02
MED0121,Aurobindo-GAS-645,Aurobindo Pharma,Ayurveda,Inhaler,Gastrointestinal,30,165.21,Yes,Omeprazole,Clavulanic Acid,Karnataka,South,Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Online,No,0.49,3.8,2.99,11101,11639,12675,0.0485,0.089,0.0685,1833996.21,1922879.19,2094036.75
MED0122,Sun-CAR-183,Sun Pharma,Ayurveda,Injection,Cardiac,20,1957.8,No,Atorvastatin,Calcium,Uttar Pradesh,North,Urban,31-50 (Middle Age),Female,RX (Prescription),Hospital,No,1.17,3.1,0.49,20203,22912,23771,0.1341,0.0375,0.0847,39553433.4,44857113.6,46538863.8
MED0123,Divis-ANT-552,Divis Labs,Allopathy,Capsule,Anti-infective,10,1311.89,No,Omeprazole,None,Rajasthan,North,Rural,31-50 (Middle Age),Female,RX (Prescription),Hospital,No,0.48,4.3,1.92,24799,26096,27997,0.0523,0.0729,0.0625,32533560.11,34235081.44,36728984.33
MED0124,Dr.-CNS-322,Dr. Reddy's,Allopathy,Capsule,CNS,10,1196.76,Yes,Insulin,Clavulanic Acid,Rajasthan,North,Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,No,1.4,4.9,2.62,21064,23244,24063,0.1035,0.0353,0.0688,25208552.64,27817489.44,28797635.88
MED0125,Biocon-GAS-795,Biocon,Allopathy,Tablet,Gastrointestinal,30,207.98,No,Aspirin,Clavulanic Acid,Maharashtra,West,Semi-Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,4.43,3.9,2.58,8775,9816,11137,0.1186,0.1346,0.1266,1825024.5,2041531.68,2316273.26
MED0126,Glenmark-ANT-560,Glenmark,Allopathy,Syrup,Anti-infective,60,503.69,No,Azithromycin,Clavulanic Acid,Karnataka,South,Urban,51+ (Senior),Female,RX (Prescription),Online,Yes,4.95,3.3,2.72,25682,27500,30678,0.0708,0.1156,0.0929,12935766.58,13851475.0,15452201.82
MED0127,Abbott-ANT-312,Abbott India,Allopathy,Syrup,Anti-diabetic,30,1795.76,No,Omeprazole,Caffeine,Karnataka,South,Urban,31-50 (Middle Age),Female,RX (Prescription),Online,No,1.12,4.7,0.83,8824,9178,10498,0.0402,0.1438,0.0907,15845786.24,16481485.28,18851888.48
MED0128,Glenmark-CNS-917,Glenmark,Allopathy,Ointment,CNS,10,280.54,No,Azithromycin,Sulphate,Punjab,North,Urban,51+ (Senior),Female,RX (Prescription),Hospital,Yes,1.17,4.6,1.43,29461,32275,36173,0.0955,0.1208,0.1081,8264988.94,9054428.5,10147973.42
MED0129,Biocon-ANT-235,Biocon,Allopathy,Inhaler,Anti-diabetic,30,1968.78,Yes,Metformin,Folic Acid,Telangana,South,Semi-Urban,31-50 (Middle Age),Female,RX (Prescription),Hospital,No,0.21,3.5,0.11,26540,27453,31265,0.0344,0.1389,0.0854,52251421.2,54048917.34,61553906.7
MED0130,Lupin-ANT-679,Lupin,Ayurveda,Capsule,Anti-diabetic,100,775.91,No,Amoxicillin,Caffeine,West Bengal,East,Rural,0-12 (Child),Male,RX (Prescription),Hospital,No,0.7,4.9,1.26,11599,13311,13587,0.1476,0.0208,0.0823,8999780.09,10328138.01,10542289.17
MED0131,Aurobindo-CNS-314,Aurobindo Pharma,Allopathy,Inhaler,CNS,60,1399.4,No,Omeprazole,Vitamin D3,Telangana,South,Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,No,4.21,3.9,2.33,25625,28379,31247,0.1075,0.1011,0.1043,35859625.0,39713572.6,43727051.8
MED0132,Cipla-CAR-285,Cipla,Allopathy,Injection,Cardiac,100,546.56,Yes,Insulin,Calcium,Kerala,South,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,2.79,4.1,0.71,16462,18417,19903,0.1188,0.0807,0.0996,8997470.72,10065995.52,10878183.68
MED0133,Divis-RES-285,Divis Labs,Ayurveda,Injection,Respiratory,100,1240.61,No,Atorvastatin,Clavulanic Acid,Tamil Nadu,South,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,1.33,3.1,1.23,19121,20317,21406,0.0626,0.0536,0.0581,23721703.81,25205473.37,26556497.66
MED0134,Aurobindo-ANT-410,Aurobindo Pharma,Allopathy,Syrup,Anti-infective,60,547.92,Yes,Azithromycin,Folic Acid,Punjab,North,Urban,13-30 (Young Adult),Female,OTC (Over the Counter),Pharmacy Store,Yes,0.68,4.6,2.08,5618,6457,6981,0.1495,0.0812,0.1147,3078214.56,3537919.44,3825029.52
MED0135,Biocon-CAR-891,Biocon,Ayurveda,Inhaler,Cardiac,30,914.47,No,Atorvastatin,Folic Acid,Tamil Nadu,South,Urban,0-12 (Child),Female,RX (Prescription),Pharmacy Store,No,2.15,4.6,0.42,14412,16057,16755,0.1142,0.0435,0.0782,13179341.64,14683644.79,15321944.85
MED0136,Biocon-CAR-140,Biocon,Allopathy,Ointment,Cardiac,60,1259.92,Yes,Amoxicillin,None,Rajasthan,North,Semi-Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,3.53,3.2,1.42,15239,17295,19030,0.135,0.1004,0.1175,19199920.88,21790316.4,23976277.6
MED0137,Divis-GAS-485,Divis Labs,Allopathy,Ointment,Gastrointestinal,15,1501.45,No,Cetirizine,None,Rajasthan,North,Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,4.34,3.1,1.82,25886,27049,29956,0.0449,0.1075,0.0757,38866534.7,40612721.05,44977436.2
MED0138,Alkem-GAS-221,Alkem Labs,Allopathy,Inhaler,Gastrointestinal,30,1923.45,No,Atorvastatin,Calcium,Maharashtra,West,Urban,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,4.93,3.5,0.81,14335,15432,15896,0.0766,0.0301,0.053,27572655.75,29682680.4,30575161.2
MED0139,Aurobindo-GAS-828,Aurobindo Pharma,Allopathy,Ointment,Gastrointestinal,60,1443.67,No,Azithromycin,None,Telangana,South,Rural,31-50 (Middle Age),Male,RX (Prescription),Pharmacy Store,No,3.75,4.1,1.81,7660,8203,9037,0.071,0.1017,0.0862,11058512.2,11842425.01,13046445.79
MED0140,Aurobindo-CAR-672,Aurobindo Pharma,Allopathy,Injection,Cardiac,10,149.0,Yes,Azithromycin,Folic Acid,Maharashtra,West,Urban,13-30 (Young Adult),Male,RX (Prescription),Online,Yes,2.29,3.3,1.64,17812,19131,19572,0.0741,0.0231,0.0482,2653988.0,2850519.0,2916228.0
MED0141,Torrent-ANT-193,Torrent Pharma,Allopathy,Inhaler,Anti-diabetic,10,458.86,No,Cetirizine,Caffeine,Rajasthan,North,Semi-Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,Yes,1.46,3.3,2.47,12666,13594,15432,0.0733,0.1352,0.1038,5811920.76,6237742.84,7081127.52
MED0142,Aurobindo-ANT-969,Aurobindo Pharma,Allopathy,Syrup,Anti-diabetic,10,1685.75,Yes,Omeprazole,Caffeine,Maharashtra,West,Urban,31-50 (Middle Age),Other,OTC (Over the Counter),Pharmacy Store,No,3.33,3.4,1.78,25786,28720,32004,0.1138,0.1144,0.1141,43468749.5,48414740.0,53950743.0
MED0143,Zydus-CAR-439,Zydus Lifesciences,Allopathy,Tablet,Cardiac,30,564.89,No,Azithromycin,Magnesium,Rajasthan,North,Urban,51+ (Senior),Male,RX (Prescription),Online,No,0.79,3.9,2.16,24252,24943,26776,0.0285,0.0735,0.0507,13699712.28,14090051.27,15125494.64
MED0144,Alkem-GAS-632,Alkem Labs,Homeopathy,Capsule,Gastrointestinal,30,1542.91,No,Atorvastatin,Zinc,Maharashtra,West,Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Pharmacy Store,No,1.17,3.1,2.86,28667,30407,33770,0.0607,0.1106,0.0854,44230600.97,46915264.37,52104070.7
MED0145,Abbott-ANT-944,Abbott India,Homeopathy,Injection,Anti-infective,10,891.43,Yes,Omeprazole,Calcium,Telangana,South,Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,No,3.02,5.0,2.42,26386,28221,31486,0.0695,0.1157,0.0924,23521271.98,25157046.03,28067564.98
MED0146,Lupin-RES-341,Lupin,Homeopathy,Syrup,Respiratory,10,1663.38,Yes,Cetirizine,Caffeine,Kerala,South,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,No,2.09,3.5,1.58,8035,8626,9548,0.0737,0.107,0.0901,13365258.3,14348315.88,15881952.24
MED0147,Biocon-DER-500,Biocon,Homeopathy,Syrup,Dermatology,30,1844.94,No,Levocetirizine,Caffeine,Gujarat,West,Urban,13-30 (Young Adult),Male,RX (Prescription),Hospital,No,3.27,3.8,2.98,25348,28977,33023,0.1432,0.1396,0.1414,46765539.12,53460826.38,60925453.62
MED0148,Cipla-ANT-693,Cipla,Allopathy,Inhaler,Anti-diabetic,15,205.33,No,Amoxicillin,Clavulanic Acid,Punjab,North,Rural,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,2.31,4.3,0.57,17434,19051,20844,0.0928,0.0941,0.0934,3579723.22,3911741.83,4279898.52
MED0149,Sun-GAS-779,Sun Pharma,Allopathy,Capsule,Gastrointestinal,30,1084.86,No,Metformin,Sulphate,Karnataka,South,Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,No,1.09,4.7,0.4,21569,23671,25407,0.0975,0.0734,0.0853,23399345.34,25679721.06,27563038.02
MED0150,Zydus-DER-282,Zydus Lifesciences,Allopathy,Syrup,Dermatology,30,761.11,No,Amoxicillin,Sulphate,West Bengal,East,Urban,51+ (Senior),Female,OTC (Over the Counter),Pharmacy Store,Yes,0.7,4.7,1.2,26266,29295,31381,0.1154,0.0712,0.093,19991315.26,22296717.45,23884392.91
MED0151,Divis-CNS-410,Divis Labs,Allopathy,Syrup,CNS,15,1197.8,Yes,Metformin,Folic Acid,Gujarat,West,Semi-Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,Yes,1.45,4.4,1.13,8383,8801,9658,0.05,0.0974,0.0734,10041157.4,10541837.8,11568352.4
MED0152,Abbott-DER-522,Abbott India,Allopathy,Injection,Dermatology,10,583.42,Yes,Insulin,Sulphate,Punjab,North,Urban,13-30 (Young Adult),Female,RX (Prescription),Online,Yes,2.21,3.8,1.11,29153,33151,34392,0.1371,0.0374,0.0861,17008443.26,19340956.42,20064980.64
MED0153,Alkem-RES-834,Alkem Labs,Allopathy,Ointment,Respiratory,30,665.18,Yes,Insulin,Calcium,Punjab,North,Urban,13-30 (Young Adult),Male,RX (Prescription),Online,Yes,0.15,4.6,0.84,27534,29155,29860,0.0589,0.0242,0.0414,18315066.12,19393322.9,19862274.8
MED0154,Zydus-ANT-330,Zydus Lifesciences,Allopathy,Ointment,Anti-diabetic,10,1045.11,Yes,Cetirizine,None,Maharashtra,West,Semi-Urban,31-50 (Middle Age),Male,RX (Prescription),Hospital,Yes,3.64,4.7,2.24,13463,14850,17058,0.103,0.1487,0.1256,14070315.93,15519883.5,17827486.38
MED0155,Torrent-CAR-870,Torrent Pharma,Allopathy,Syrup,Cardiac,10,1484.47,No,Aspirin,Calcium,West Bengal,East,Semi-Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,Yes,3.02,3.6,1.39,26991,30505,33523,0.1302,0.099,0.1145,40067329.77,45283757.35,49763887.81
MED0156,Lupin-DER-120,Lupin,Allopathy,Ointment,Dermatology,10,817.31,Yes,Amoxicillin,Sulphate,Punjab,North,Urban,51+ (Senior),Male,OTC (Over the Counter),Pharmacy Store,No,0.68,3.2,1.77,20363,22915,24804,0.1254,0.0825,0.1037,16642883.53,18728658.65,20272557.24
MED0157,Alkem-CAR-687,Alkem Labs,Allopathy,Inhaler,Cardiac,20,645.23,No,Omeprazole,Caffeine,Maharashtra,West,Rural,0-12 (Child),Male,RX (Prescription),Pharmacy Store,Yes,1.73,3.3,2.42,14809,16865,18244,0.1389,0.0818,0.1099,9555211.07,10881803.95,11771576.12
MED0158,Aurobindo-ANT-398,Aurobindo Pharma,Allopathy,Ointment,Anti-infective,15,66.01,No,Insulin,Caffeine,Telangana,South,Urban,51+ (Senior),Male,RX (Prescription),Pharmacy Store,No,4.0,4.4,0.58,12414,13617,14431,0.0969,0.0598,0.0782,819448.14,898858.17,952590.31
MED0159,Glenmark-DER-539,Glenmark,Allopathy,Tablet,Dermatology,20,585.77,No,Cetirizine,Sulphate,Uttar Pradesh,North,Semi-Urban,31-50 (Middle Age),Female,RX (Prescription),Pharmacy Store,Yes,0.2,3.9,0.64,10933,12036,12992,0.101,0.0795,0.0901,6404223.41,7050327.72,7610323.84
MED0160,Zydus-ANT-292,Zydus Lifesciences,Allopathy,Tablet,Anti-infective,15,1925.07,Yes,Aspirin,Vitamin D3,Telangana,South,Urban,13-30 (Young Adult),Female,RX (Prescription),Pharmacy Store,No,0.97,4.3,1.09,25161,26972,30783,0.072,0.1413,0.1061,48436686.27,51922988.04,59259429.81
MED0161,Glenmark-DER-597,Glenmark,Allopathy,Tablet,Dermatology,100,1660.91,No,Omeprazole,Hydrochloride,West Bengal,East,Semi-Urban,0-12 (Child),Male,RX (Prescription),Pharmacy Store,Yes,1.96,4.8,0.12,7794,8603,8945,0.1038,0.0398,0.0713,12945132.54,14288808.73,14856839.95
MED0162,Alkem-ANT-348,Alkem Labs,Allopathy,Capsule,Anti-diabetic,15,874.83,No,Metformin,Sulphate,Gujarat,West,Semi-Urban,31-50 (Middle Age),Male,OTC (Over the Counter),Hospital,Yes,0.18,3.1,2.15,29860,33814,35165,0.1324,0.04,0.0852,26122423.8,29581501.62,30763396.95
MED0163,Mankind-ANT-158,Mankind Pharma,Ayurveda,Syrup,Anti-infective,10,910.97,No,Levocetirizine,None,Uttar Pradesh,North,Urban,13-30 (Young Adult),Male,RX (Prescription),Pharmacy Store,No,3.05,4.8,1.42,6847,7695,8321,0.1239,0.0815,0.1024,6237411.59,7009914.15,7580181.37
MED0164,Biocon-ANT-751,Biocon,Allopathy,Ointment,Anti-diabetic,10,958.63,No,Metformin,Vitamin D3,Uttar Pradesh,North,Urban,51+ (Senior),Female,RX (Prescription),Pharmacy Store,Yes,4.71,4.9,2.5,27846,30214,33655,0.0851,0.1139,0.0994,26694010.98,28964046.82,32262692.65
MED0165,Zydus-ANT-190,Zydus Lifesciences,Allopathy,Tablet,Anti-infective,15,1656.67,Yes,Omeprazole,Magnesium,Kerala,South,Urban,13-30 (Young Adult),Male,RX (Prescription),Hospital,No,0.11,4.6,1.84,29354,33242,36039,0.1325,0.0841,0.108,48629891.18,55071024.14,59704730.13
MED0166,Cipla-GAS-740,Cipla,Allopathy,Injection,Gastrointestinal,60,304.57,No,Paracetamol,Caffeine,West Bengal,East,Urban,0-12 (Child),Female,RX (Prescription),Hospital,No,0.48,5.0,2.02,23293,25488,29022,0.0943,0.1387,0.1162,7094349.01,7762880.16,8839230.54
